,ID,text,anger,disgust,fear,joy,sadness
1864,2018-Ar-01327,هو ممكن اكسر هجاز التعداد جهاز غبى غبى وبطئ - يشعر بالإحباط,1,1,0,0,0
1461,2018-Ar-00027,بس حرقتلي الفيلم امبارح 😡,1,0,0,0,1
507,2018-Ar-02841,اليوم حنا في وقتً فيه حتى الحزين\nيمكن  يحسدونه  العالم  على  دمعه\nلـ@alhaaaaaml\n#بيت_تحبه_لشاعر_تتابعه,0,0,0,0,1
1181,2018-Ar-03581,#ميلاد_حِلوي_زيون \nعشان اليوم يوم ميلادك ي عسى عيونك الجميله م تشوف الا السعاده وعسى ضحكتك ماتفارقك وكل عام وانت نعمة تبقى لي إيود عمر🖤.,0,0,0,1,0
3430,2018-Ar-01659,الله يمحط النفسيات حتى وحنا نضحك وننكت يقولون ان الشخص الفكاهي مكتئب واكثر الناس حزنا انا سعيده طيب اكذب غصب النكد الله ينكد عليكم,1,1,0,0,1
488,2018-Ar-01139,أنا فضلت أتظاهر بالهبل و إن مافيش حاجة فارقة معايا لحد ما أقرب ناس ليا حتى مابقوش يحترموا حزني أو إني مُمكن أكون بمر بفترة صعبة فعلاً،,1,0,0,0,1
1124,2018-Ar-01286,لا تثير غيرتي عشان م أخسرك و ابتعد عنك بضمير مرتاح كل شي مسموح فيه إلا #الغيرة أخليك لهم و بقلب بارد بدون م اتحسف عليك 👌,1,0,0,1,1
3526,2018-Ar-02514,عندما أكتب عن التشاؤم والسوداوية أنا أعبر عن رأي في الحياة ولا أتوسل شفقة أحد,0,0,0,0,1
1541,2018-Ar-03242,ايش يدورو هاذولا الطيارين فق بلدنا لا احد يردهم الله ينهيهم والي وضميراهم الجحيم انشائ الله مئواهم ا امين غضبي على من قلا فيىالئدجبي,1,0,0,0,0
388,2018-Ar-04095,ستة #مخاوف تحفز التفكير #السلبي : الخوف من #الفقر الخوف من #النقد الخوف من #المرض الخوف من #الوحدة الخوف من #الشيخوخة الخوف من #الموت,0,0,1,0,0
2818,2018-Ar-02333,لتعيش بسعاده تجنب التأمل الطويل بالماضي,0,0,0,1,0
2374,2018-Ar-02531,بكل بساطة المتنطعين و الملحدين اتفقوا على ضرب #عدنان_ابراهيم عدنان قض مضاجع الجميع فالكل يحذر منه و يخشى على أفكاره منه عدنان عظيم,1,1,0,0,0
2211,2018-Ar-03204,@mostafa_nanos1 ليه كده يا صاصا بس ده حتى كل واحد فى مجموعه لوحده يعنى المفروض تجيلك البهجه دى لما منافس المجموعه بتاعتك يخسر مش الاهلى 😀 😀,0,1,0,1,1
1290,2018-Ar-03641,وشكرا ع كدة 👏 😂 غايته ياحج عيد سعيد عليك والسنة الجاية تبقي إعلان خطوبتك إن شاء الله ❤ 😂,0,0,0,1,0
861,2018-Ar-02603,اليمن و اطفال اليمن و شعب اليمن و الله ينتقمون من عداء بريطانيا عليهم اللهم زدهم,1,0,0,0,1
2796,2018-Ar-01626,صداع الف ومليون وستميه وباقي شوي على الاذان والبندول نسيته عند عمي #ضيقه_تايم #جرح #دنيا_قاسيه 💔 💔,1,1,1,0,1
815,2018-Ar-03492,رغبه قويه اعرف أخبار شخص انقعطت لمدة طويله فضول لا اكثر ولا اقل 😪,0,0,0,0,1
1086,2018-Ar-02501,قسم بالله ارتجف ارتجاف كأني ميت وبعد المباراة اصدع,0,0,1,0,1
2644,2018-Ar-00701,أخاف أمارس روتيني بذعر وارتجاف أجد أن خوفي سيجعل من الجدران تنطبق فوقي تتضخم الحشرات لتلتهم أطرافي يحشى فمي بكرة شعر تكتم صراخي,0,0,1,0,0
1576,2018-Ar-00883,مش هبطل بقي الحساسيه الزياده دي؟\nواعتقادي دايما ان الكلام ده موجه ليا 😟,1,0,0,0,1
2112,2018-Ar-03104,اللهم لا تخزنا يوم العرض عليك الدعوة فيها كمية هلع و ذعر كبيرة حرفيا لما بسمعها بيتنقلوا ليا اضعاف 🙈,0,0,1,0,0
3608,2018-Ar-00176,#ابتسم ودع الحياه تأتي بأعنف ما لديها ❤,0,0,0,1,0
3219,2018-Ar-03537,وان كان ل : الرحيل مقياس و وجع ف رحيلهم استنفذ جميع الاوجاع رغد_نوف,0,0,0,0,1
1279,2018-Ar-03750,جل خوفي ان ينتقل مايحدث في ارض الشام لارض الخليج ابعدنا الله واياكم شر الفتن,0,0,1,0,1
604,2018-Ar-04381,يارب بحق سقوط المطر حقق كل أمنياتي وابعد عني وعن احبتي كل شر واحفظهم لي 🙏 #مطر 💦 💦 💓 💓,0,0,0,1,0
2686,2018-Ar-01809,عمري ما حبيت الضغينة ولا الفُرْقة.. بس مش قادرة اخبي سعادتي بقطع العلاقات مع قطر.. بكرهها من كل قلبي,1,0,0,1,0
3449,2018-Ar-01542,٨-لما اتنرفز أكل اشياء حاره ولا مالحه وأحس مزاجي يتوازن 😂 🔥,1,0,0,1,0
352,2018-Ar-04114,#سعيد_الرميثي_يمثلني \n\nنعم تمثلنا يا ولد داري گفو خويه بوشيخه \nكلنا نفتخر فيك ماعليك منهم طلع لمتخبي ههه  .. 🌷✨,0,0,0,1,0
323,2018-Ar-03896,@47mo__ @Official3ziz ايوالله غاليه واليوم غبار بس فكونا الله يرحم والديكم ماتركتونا نداوم من الزحمه 😡,1,0,0,0,1
3237,2018-Ar-01787,@NourSerah @Dinah_ashraf همم بس على الاقل بتخففوا على بعض! ف نفس ليفيل البؤس مش الون كدا 😕💔,0,0,0,0,1
2761,2018-Ar-00748,مخيفة فكرة تدعي على واحد ظلمك وتسمع بعدها أنه مريض ودخل المشفى صعب تقاوم فرحك و شماتتك لكن ضميرك ما يخليكش تستمتع #حيرة,0,0,1,0,0
2837,2018-Ar-02398,"قد تخوفنا الدنيا كثيرا ف ي رب أكفنا كل شر ومكروه فنحن عبادك لاحول لنا ولاقوه إلا بك وأسعدنا وأرزقنا رضاك والفردوس الأعلئ من الجنه ي الله"" ♡",0,0,1,1,0
1655,2018-Ar-02567,ولاد حارتنا تقول بيلعبوا مصارعة مش كورة 😤\nكل لعبهم صراخ و قتال و مسبات و الواحد فيهم صوته بيوصل لاخر البلد\nملهمش اهل؟,1,1,0,0,1
2198,2018-Ar-02036,@Hameess شوف الكذابين والله دي أدى إلى انبساط وانشكاح شعبي 😂😂,0,0,0,1,0
2082,2018-Ar-01113,17 | رمضان 🌙 ✨ ؛ يا الله دهشة جميلة ؛ فرحة بلا إنتظار راحة بال من حيث لا ندري و لا نحتسب,0,0,0,1,0
2752,2018-Ar-00399,ايها #المواطن و #المقيم احذر الحسابات الوهمية التي تهدف لإثارة الشائعات وزرع الفتن فالتغريد والريتويت بها يعد جريمة معلوماتية #السعودية,0,0,0,0,0
1405,2018-Ar-04118,أنا غرقتلكوا الأرض دموع و ع الله يجي بفايدة 🚶,0,0,0,0,1
2834,2018-Ar-02864,ملعونة البدايات اللي بتخلينا طايرين من الفرحة لفترة محدودة أوي ولما نوصل للنهاية نكون فقدنا الشغف ف كل حاجة ملعون جمال أول حاجة ف كل حاجة..,1,0,0,0,1
1699,2018-Ar-03314,بعمق الوجع توشحت السواد بعمق الألم توسدت التراب وأي صبر أنت يا صبر وأنا أعلن الحداد,0,0,0,0,1
1705,2018-Ar-01512,"بتخاف تفكر بحرية لا حد يشوفك,",0,0,1,0,0
2067,2018-Ar-00490,الله يفشلكم فشلتونا والله كل الترندات تجيب السخرية لنا كشعب وش ذا المهزلة شعب فاضي وأتمنى الي يعارض تغريدتي يروح يشوف  #عزيز_دايري_والجن,1,1,0,0,0
622,2018-Ar-00440,شوية كلاب وحشرات ولا دم عندهم ولا نخوة إعلن الحداد في البلاد اللى ماتوا برضه بني آدمين ليه مصمم تبيع الدم قبل الأرض مين المستفيد مين 😏 😏,1,1,0,0,0
2650,2018-Ar-00414,-\n#محاولتك انك #تفرحني دي لوحدها #تفرح .. :-) &lt;3\n-,0,0,0,1,0
2717,2018-Ar-01533,🎁 اهداء من إدارة ⁧#عالية_نجد_للاضافات ♥️ 🌟 للمتألق ⁧#متعب بمناسبة وصوله/#290k_محب 🎗مبرووك يالامير 🥇 🥇 🌟 🌟 ♥️ 🐔 🐔,0,0,0,1,0
2926,2018-Ar-01481,تره مو عيب تشتري حق بنت هديه مو اي احد شرالها اعتبرتوه خروف بالعكس يبين محبت الشخص لها🌚وصل؟,1,0,0,1,0
1831,2018-Ar-01098,#الحياة مليئة بالحجارة👌فلا تتعثر بها✋😌بل إجمعها و فجخ بيها لي #يقلقك😒👊 باه يبرد #قلبك😍,1,0,0,1,0
1274,2018-Ar-00953,صباح الورد على عائلتي الكريمه الجميله وعلى كل من احب انا اغضب ل غضب الله وكلي غضبي من اجله سبحانه 🙏,1,0,0,1,0
2207,2018-Ar-00742,رمضان 🍶 +نجاح الدراسي 📖 📓 +العيد 🍥 =#فرحة☺☺ أتمناها #لكل 👥 من قال #أمين✌,0,0,0,1,0
163,2018-Ar-03032,لانها لم تستطع تغير طريقة مذاكرتها من التكرار الشفهي الى التكرار الكتابي فخرجت من الكورس دون ادنى فائدة ولم تستمر فية #فوبيا التغيير,0,0,1,0,1
1753,2018-Ar-00694,#رمضان_كريم يارب شهر الخير اقبل بالافراح لا تحرم اللي يرتجي منك غفران انزل علينا رحمة منك نرتاح نرفع يدينا نرتجي منك رضوان #لخبطة,0,0,0,1,0
2047,2018-Ar-02653,@01VDD عيدي مع اهلك او حتى لحالك البسي وتكشخي وافرحي واشتري شكولاطات 😕❤❤ عييييدد ترا,0,0,0,1,0
2462,2018-Ar-00995,انا اكثر شي شاطره فيه الصبر وتجميع غضبي طوبه طوبه لين تصير عماره وتنهد على الراس بدون مقدمات ساعتها عاد لحد يتجرأ ويقولي ليش 🙏 🏼,1,0,0,0,0
2246,2018-Ar-03121,فعل #قطر من غدر وخيانة ذكرنا بفعل صدام الأسود وغزوه للكويت الفرق أن الأول قزم فلجأ للطعن بالظهر والثاني طغى وتجبر فظن الظلم حق #خيانة_قطر,1,0,0,0,0
2824,2018-Ar-04129,@baekhyi حركات بايخة 😤😤 الحمد الله يلي رجعتي حسابك 😊😊,1,0,0,1,0
408,2018-Ar-03429,اللي حابب يتشتم ويتسبله الدين ويتمرمط ويتذل يجي #خاص .. موجود لمدة ساعه لكل نجس عايز يتمتع ✋\n\n#ريتويت يابن المتناكه منك ليه 😠,1,1,0,0,0
142,2018-Ar-02602,الناس مبقاش في قلبها رحمه ولا انسانية يعني ايه واحد يخبط واحد علي البحر يروح مكمل عليه و ماشي وسايبه هو ده انسان ؟! بجد ربنا ينتقم منه,1,1,0,0,1
22,2018-Ar-03513,23_ بحب ضحكتك جدا والله وانتي عسل ودمك خفيف جدا مبسوط اني عرفتك وبعزك جدا والله يعني وبرضه محدش هيكتبلك رسايل علي صراحه دادادا 😂 ❤️❤️❤️❤️,0,0,0,1,0
2252,2018-Ar-00308,عيدك مبارك والسعد فالك وتبقى راس مال يا صاحب ماتكمل الاعياد لين اعايده,0,0,0,1,0
1770,2018-Ar-01949,عزيزي علي سالم البيض في هذه الليله المباركه من شهر رمضان اتمنى ان ينالك ولو قسط من معاناة شعب الجنوب والتي انت سببها الاول الله لاسامحك,1,1,0,0,1
1005,2018-Ar-02722,@dafaa_news اقل ما ينوصف فيه هيك عالم انهم نور و بهايم و همج 😡,1,1,0,0,0
641,2018-Ar-04242,شوفت #قسوة و #ظلم ليه من ناس كتير دول باعوني و ندموني على حسن #الضمير,1,0,0,0,1
2362,2018-Ar-03950,نصحيتي لأصحاب المقاطع الخليعه بأن يتقوا الله بهالشهر الكريم ومن ذنب كل من رأى المقطع وستحاسبون عليه اللهم أني بلغت #احباط_تفجير_بالحرم,1,0,0,0,1
1343,2018-Ar-03330,لما تقوم صبح رمضان وتروح الجامعة عشان تشوف درجاتك وآخر شي يطلع الدكتور ماصحح💔💔\n\n#جامعة_البحرين\n#حسرة\n#آسفة_ياروحي,1,0,0,0,1
384,2018-Ar-03759,تنهيدة طويلة ثم قل : لا إله إلا أنت سبحانك إني كنت من الظالمين منها أجر ومنها راحة نفسيه 💗 👌,0,0,0,1,0
888,2018-Ar-02050,أنا حزين وما أخفي عليك حزني انت داري ان برودك اول اسبابه,0,0,0,0,1
2814,2018-Ar-03422,@Miyr6 @eiio36 طيب مميار جد جد اوصفيني ودي احد يوصفني بشوف كيف الناس شايفيني 😅 .,0,0,0,1,0
1085,2018-Ar-01618,مشكلة ارتجافي دايم انفضح..,0,0,1,0,1
2850,2018-Ar-04202,ثم يرمي الله على جرحك #وردة على هيئة #إنسان لترتسم لك في وسط الحزن #ضحكة ❤️☺️,0,0,0,1,0
531,2018-Ar-00939,اخي قاسي القلب وش الفايده بأنك تصور في وقت المفروض انك تكون متأثر ومرتاع من الحادث؟!ف ذا الوقت يا ساعد ي فارق جعلك باللي مانيب قايله,1,1,0,0,1
1853,2018-Ar-00512,خوفي يوم من الايام انا اصيرلك عديم احساس 💔,0,0,1,0,1
1935,2018-Ar-00258,- اللهم إن نستودعك دعواتنا المتكررة أحلامنا الكثيرة أمانينا المخبأة في قلوبنا راحة بالنا وصفاء ذهننا 💙 💙,0,0,0,1,0
3456,2018-Ar-03321,هذه كذبة من داعش الغرض تخويف الناس لدفعهم للفرار مع داعش للشامية من الجزيرة اميركا لن تدمر السد لان القوات القرباطية تحتاج,1,1,1,0,0
3682,2018-Ar-04071,جوهرة مدريد اسينسيو 😍,0,0,0,1,0
1932,2018-Ar-01705,#مصيبة_مصر_في التشرذم فاتحدوا تنحى المخلوع فوقعت الثورة في فخ العسكر هذه المرة لن يهدأ الغضب حتى تفكك دولة الفساد ويتحقق القصاص العادل,1,0,0,0,0
1671,2018-Ar-04370,من كثر ماني بمتعوّد على الفرقا\nصرت اتوادع مع ايّة واحد اشوفه,1,0,0,0,1
2109,2018-Ar-01897,@233_laila وش يفهمهم. وش ذا الاشتياق اللي يهز الصدر ويقلق النوم 💔.,0,0,1,1,1
3454,2018-Ar-03027,كلمه بحبك مش شرط تكون مخصصه المرتبطين بس كلمه بحبك تنفع لشخص انتً سعيد بوجوده في حيااتك كلمه مبهجه والله 😍❤,0,0,0,1,0
1148,2018-Ar-04336,#افرح وخلي الفرح ده عادة بتنام وتصحى عليه بعد #الرضا هاتلاقي سعادة واللي بتحلم بيه,0,0,0,1,0
786,2018-Ar-03117,خلك كتّوم واخفي همك بضحكة\nالله عٓطى، والله اخذ والله كريم..\n#قروب_المغرد_العماني \n#قروب_سما_عمان \n#نخبة_مغردي_عُمان,0,0,0,1,0
1585,2018-Ar-03510,القهوة ☕ لمن يعرفها مثلي هي أن تصنعها بنفسك لا أن تأتيك على طبق؛ لأن حامل الطبق هو حامل الكلام والقهوة رفيقة السكون مساؤكم طيبة وبهجة 🌷 🌹,0,0,0,1,0
3631,2018-Ar-00746,مرارة الفقد موجعه غصة الحنين مبكيه رحم الله أرواحا مازال وجع رحيلها يؤلمنا,0,0,0,0,1
3594,2018-Ar-01900,إن قلبي ليتمزق تمزقا متى تذكرت أن عيني لا تملك من الدموع ما يكفي للبكاء مما نالني به الأشرار من أذى وما ألحقوه بي من ضرر,0,0,0,0,1
3001,2018-Ar-00716,غرفة بارده وشموع وجسمك بارد وكفوفي الحاره ع تمر على كل جزء من جسمك فون علاقة سكس كام محنه لذه مساج فلم افلام كس زب تجليخ DA4D3E91,0,0,0,1,0
3073,2018-Ar-01634,٢٩-اكثر وحده تكذب على نفسها والدليل قلت في البداية اني ما اعرفني والحين هذي المعلومه ٢٩ الي قلتها عن نفسي,0,1,0,0,1
952,2018-Ar-02300,مرارة الفقد موجعه غصة الحنين مبكيه رحم الله روحا ما زال وجع رحيلها يؤلمني بشده 💔 🔕,0,0,0,0,1
2160,2018-Ar-03099,ابو فيصل اليوم غباء زيدان هو اللي سمح البرشا بالفوز رغم انك تقول انك ضد اتقاد المدرب لكن زيدان ظلم اللاعبين من اجل بيل وبنزيما,1,1,0,0,1
2418,2018-Ar-02473,قدامك 21 يوم ي نيللي ي گريم :D عاوزاگي تنتقمي وتجيبي حقك ومفيش دمعه تنزل منك .. بنات مصر وراگي :D\n*جووو ريري جووو* :D,0,0,0,1,0
3660,2018-Ar-00534,رحل ليعيش تحت الأرض بسلام تام رحل وترك خلفه غصة فقد ومرارة شوق ومكان يعجز الجميع عن ملئه فقيدي طبت بنعيم الجنان حزن قلبي خالد 😭 😭,0,0,0,0,1
1574,2018-Ar-01425,#اخترنا_السعودية ان شاء الله ما تخيب مساعي المملكة لما فيه صلاح وخير لها ولجيرانها الباقي على العهد والوعد فالمصير مشترك ولا عزاء لمن تخلف,0,0,0,1,0
1955,2018-Ar-02888,لعبة البرلمان 👈 متعة 😄,0,0,0,1,1
2706,2018-Ar-03540,صباحكك #سعادة مالها نهاية 😘 ❤ 💭,0,0,0,1,0
3298,2018-Ar-02442,@vxibra يالله ماهذي الطمأنينه الي دخلت قلبي😒💘💘💘,0,0,0,1,0
3064,2018-Ar-00770,كل حاجة بقت تافهه وساذجة وملهاش معني ، زي ماتكون مفهاش روح كدا \nأو يمكن أنا الي فقدت الشغف بكل حاجة، فكل حاجة بقت بهتانة ومضلمة 🤔,1,0,0,0,1
2816,2018-Ar-00660,بات أحاديث البشر تافهة تافهة جدا يا صديقتي #عزلة #hamadah,1,1,0,0,1
1331,2018-Ar-02260,"@RisWondering وعدد كبير يقولون عن المعارضين لهالموقف ""مستشرفين"" ! احسها كلمة وقحة، هل استنكار قلة الأدب والوقاحة صار ادّعاء شرف؟",1,0,0,0,0
1842,2018-Ar-02247,لا لا لا ليس خوفا من الموت وإنما من شتم والسب واتهام الأعراض من هذا خوفنا والله,1,0,1,0,1
2208,2018-Ar-02510,@i_Rayan19 هدوء الحين بس وقت المباراه ارتجاف,0,0,1,0,0
2632,2018-Ar-04111,@miiscookies @Schwarrzkopf لا ابو عبدو جوه مسبح او جاكوزي نفرين وشموع وموسيقى هاديه 🔥,0,0,0,1,0
754,2018-Ar-03965,الإعلام العبري قوات الاحتلال تقوم بإغلاق مداخل ومخارج بلدة المطلة شمال فلسطين المحتلة قبل قليل بعد وجود إنذار بوقوع هجوم,1,0,1,0,0
2448,2018-Ar-01493,اراها بوضوح يا تركي كرستيانو يبكي حسرة وندم على الخسارة اليوم,0,0,0,0,1
1378,2018-Ar-02002,عن حلاوة شيرين رضا والله,0,0,0,1,0
3040,2018-Ar-03893,عزيزي في هذا الشوب ريحتك اهم من مظهرك 😅,0,1,0,0,1
2100,2018-Ar-01272,الله ماعرفت اوصف ب هاللحظه شعوري 💔 #حزن مدري# فرح ومن كل المشاعر مشاعر❤️,0,0,0,1,1
286,2018-Ar-01364,يارب خذني بعيداً عن كسرة الخاطر عن التعب عن هموم عابره وعن كل شي يخطف فرحتي..,0,0,0,0,1
2971,2018-Ar-03791,عيد ميلاد سعيد دكتور علي,0,0,0,1,0
3235,2018-Ar-01187,#الاهلي_اهلي_دبي\nالأهداف حلوه شو ذنبي\nالنرفزة \nما عرفنا لعبها من جدها \nبيها شي؟ لا مابيها \nتكسر وتضرب لا ما بيها,1,0,0,1,1
1079,2018-Ar-03171,متى اثير فضولك ؟\nالحين كل شي يثير غضبي مو فضولي لا خلص الصيفي اتفرغ لفضولي💔🙂,1,0,0,0,1
1511,2018-Ar-00111,ثالثا صباح الخير لكل شخص يشعر بالأسى والضياع خلف خيبة أصابته❤❤,0,0,0,1,0
2775,2018-Ar-04283,المصيبه للحين في ناس مصدقين انها ساحره لانها بس كانت مذعوره 😂 ساحرات اخر زمن يصورون طلاسمهم بمكتبه,1,1,0,0,1
135,2018-Ar-02821,صارلي شي مية سنة مشلوحه بهالدكان ، ضجرت مني الحيطان و مستحيه تقول\n*القعدة في الاوضة بين الكتب و الملازم*,1,0,0,0,1
2426,2018-Ar-00901,كم صار لك تنتظر ذاك السبب التافه عشان تبكي بكل هذا الأسى؟.,0,0,0,0,1
2191,2018-Ar-00291,عشاق كرة القدم على موعد مع ملحمة كروية بعد قليل بين ريال مدريد والعملاق الالماني بايرن ميونخ مشاهدة ممتعة 😍 😍,0,0,0,1,0
211,2018-Ar-03531,دى عالم بارده هو احنا بنتكلم فى السياسه اﻻ علشان خوفنا على بلدنا,1,1,1,0,0
2902,2018-Ar-03552,@M7md_Rh اللي مستغرباه انهم ازاي مابيخافوش ع ارواح الناس\nانا بابقي مرعوبة والله\nمنهم لله,1,0,1,0,0
274,2018-Ar-00458,دا عكس تصريحات المسئولين عندكم هات لينك للي بتقوله و انا هنشره انا اتمنى ان يكون تجاهلهم للدقيقه الحداد خطأ عير مفهوم,1,1,0,0,0
88,2018-Ar-01152,اتجنب الشخص المسبب لغضبي وابتعد لما اهدأ بس إذا لاصق فيني يتحمل غضبي ولايحاسبني بعدين  #شتسوي_وقت_العصبيه,1,0,0,0,0
2975,2018-Ar-01503,هذا يوم فرح وسرور ادع له بالهداية والخير وهو في النهاية اخونا المسلم,0,0,0,1,0
298,2018-Ar-03107,طبقا للبرلمان الجديد \nانا بدور علي اسم لنفسي \nمعيش فلوس ادفع الغرامة 🤣🤣🤣ا\nطول عمري اقول \nانا مش انا يا دكتور 😠😠😠😠,1,1,0,0,1
567,2018-Ar-03186,شكرا والله ماقصرتو مفاجئة فخمة ومرتبة وتكفي فرحة محمدوعبدالله فيها 👬 😭 😍 ❤️❤️ #ضيف_التوينز2 #احتفالية_التوينز,0,0,0,1,0
3140,2018-Ar-03493,#احتفالات_عيد_الرياض اهم شي بيجيبون مزعل فرحان في العيدد 😍 😍,0,0,0,1,0
315,2018-Ar-01331,سقطتوا ياساقطين تبقى قطر واحة امن وامان رغم الحصار والشتائم اتجهتوا للمسلسلات وهذا دليل افلاسكم اتفو,1,1,0,0,0
2151,2018-Ar-02610,عارفين احساس الـ تنهيدة الخارجه بوجع و زهق و تعب ع توهان و مش عارف اى السبب و لا عايز اى و لا ليك نفس لحاجهةة ولا لحد 😫😫,0,0,0,0,1
3263,2018-Ar-00817,وانت طيب وبخير وصحه وسعاده ياارب عيد سعيد علينا جميعا 😊,0,0,0,1,0
2020,2018-Ar-02242,اكره شي لمن تكون لوحدك و فجاه عينك تدمع من غير اي سابق إنذار او سبب تكذب على نفسك فيه 💦 👁,1,0,0,0,1
3146,2018-Ar-02174,في اليمن السعيد العيد غير اجواء فرح وابتهاج لا يعكرها سواء صوت طائرات العدوان عساكم من عوادة واليمن بافضل حال والنصر للابطال #عيدكم_مبارك,0,1,0,1,0
2995,2018-Ar-00280,لما التلفزيون الأسرائيلي يطلع مذعور ومرعوب بسبب اتفاقيه ترسيم الحدود بينا وبين السعوديه اعرف انك فالمسار الصح وثق في رئيسك وجيشك ومخابراتك,1,0,1,0,0
528,2018-Ar-01519,لا تخاف العمر يمضي وخلك طروب ان كبرنا يرجعناا حنين الصبا راح نبقى سوى رغم اختلاف الدروب شاءٓ من شاء يا خلي وابىٓ من ابى,0,0,1,1,1
3525,2018-Ar-00813,شعور الخوف القلق التعب التوتر ملازمني هالفترة وأجهل أسباب ذلك,0,0,1,0,1
308,2018-Ar-01712,بجد الاعللن كان حلو جدا وحسيما انكوا بتفرحوهم بجد,0,0,0,1,0
1505,2018-Ar-01021,لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي - سعود السنعوسي / ساق البامبو,0,0,1,0,1
1374,2018-Ar-04040,الكل بتويتر يحس بتوتر ورهبة من القرارات + مو مرتاحين بعد صدور القرارات !!! \nالله يستر,0,0,1,0,0
1134,2018-Ar-00073,الوضع جنه عندي workshop وبتحضر لي الموجهة #توتر,0,0,1,1,0
1203,2018-Ar-01971,🐌:احلي اماني ف الدنيا❤\nطيبة جداً ومبهجة كدا محبوبة اوي وجدعة ومحترمه وانا حبيتك والله ي حلوة💙,0,0,0,1,0
1318,2018-Ar-03036,مو محزني إلا مشجع روما تخيل انك تعيش حياتك ع البحث عن خسائر اليوفي أكثر من منجزات فريقك .. اووه صح فريقهم بلا منجزات,0,0,0,0,1
2332,2018-Ar-00825,#الفرحه_انك تقف قدام الكعبة فرحة لا توصف,0,0,0,1,0
833,2018-Ar-01487,جرح وصل,1,0,0,0,1
2110,2018-Ar-00905,"أنت مصاب ب ""وسواس قهري"" يجعلك تبتعد عن الناس خوفا من أن تكون حملا وثقلا على أحد أو إنك مجرد سد خانة أو لشعورك أنك لست مناسبا للجميع",0,0,1,0,1
1682,2018-Ar-00510,ممكن الشخص الي ببالي يجي يكلمني،لاني اشتقت الله يلعنك😤!.,1,0,0,1,0
2287,2018-Ar-03064,كثير عرب نشروا اشاعة ان هنالك وثورة ستحدث في #ايران بتاريخ 16/5 لم يحدث شيء الا اشاعات تؤدي لخيبة أمل ويأس مما انا متأكد منه سينتهي الظلم,1,1,0,0,1
2380,2018-Ar-00655,اذا صار البيت فاضي يجيني شعور بسوي حفله واخرب الدنيا نفس الاجانب بعدين اخذ الشاحن وانسدح لين يجون اهلي,0,0,0,1,0
3323,2018-Ar-03453,نفسى فى ايموشن للصويت واللطم والندب وكل الحاجات اللى الواحد مش بيقدر يعملها فى الحقيقة عندى كبت محتاج يخرج للنور - يشعر بالاستياء,1,0,0,0,1
2004,2018-Ar-02524,@rico4_ والله شايلة هم الكآبة وضيقة الصدر من الحين كلها ثلاث ايام العيد وبعدها مدري وش يصير النفسية تقلب,0,0,0,0,1
2864,2018-Ar-00991,بعدك عذاب و قربك #عذاب ♡̷,0,0,0,1,1
2482,2018-Ar-02636,قلت أسوأ بوس مش أصعب بوس الاثنين الأولين سهلين الثالث غبي وينرفز لأنها تحرك يدينها مثل المسعورة,1,0,0,0,1
1166,2018-Ar-02559,انت مصري أذن انت بائس و حزين,0,0,0,0,1
629,2018-Ar-00583,من المعيب أن تدفع أموال طائلة على زينة الاحتفالات والبهرجة الفانية..\n\nوالله يقول ( من ذا الذي يقرض الله قرضا حسنا فيضاعفه له أضعافا كثيرة..,1,1,0,0,1
2701,2018-Ar-01864,مييين يبغى يفهم الكيتوني كله 😃؟؟؟؟؟\nعندي طريقة مرررررة حلوة 😁😁😁😁😁\nتبغي تعريفيها كلميني خاص 🤐\n#كيتوني #كيتوجينك #رجيم #عرب_دايت \n#دايت #رجيم,0,0,0,1,0
3042,2018-Ar-02264,فيني خوف وقلق وضغط وتوتر وكل المشاعر السلبية :(,0,0,1,0,1
3420,2018-Ar-04299,#ريال_مدريد_يوفنتوس لا جديد كبير العالم يحقق ١٢ 😍 مبروك للملوك كان هناك واحد فرحان بالهداف قبل المباراة ولاكن الدون التهم كل شي 😍,0,0,0,1,1
2875,2018-Ar-01764,#المعلمه_ريم_العتيبي '' فرحة يالله تملى الدنيا سعاده وبشرى نسجد لها شاكرين '',0,0,0,1,0
2140,2018-Ar-03536,@RawanMirza ربنا ما حيحملك فوق طاقتك اطمني لانو ربنا عارف ايش في قلبك الله يهونها عليكي ويعوضك بالفرح القريب❤️❤️❤️❤️,0,0,0,1,0
1861,2018-Ar-04074,أسبوع كامل بروح من الشغل الكهرباء قاطعة\nاليوم برضه كانت قاطعة\nالجديد أنها جت وأنا ع باب البيت،\nويا فرحة ما تمت قطعت بعد نص ساعة\n#غزة_للمجهول,1,1,0,0,1
1222,2018-Ar-02507,يواجه أكثر من 14 مليون شخص نقصا في الأغذية ونصف اليمن #يعانون بشده من انعدام الأمن الغذائي #٨ يوم_عدوان_على_اليمن #StopTheWarOnYemen,1,0,0,0,1
3569,2018-Ar-01648,طيب ادعولي ربنا يهديني و اذاكر عشان محسش بتأنيب الضمير بعد للامتحان اني محلتش,0,0,1,0,1
3668,2018-Ar-01242,@aliimortada هاي مش لم_نكن_على_علم هاي بلاوي نصبناهون علينا وشعب ...... شوف التوصيف 😠راضي بهيك ...... شوف التوصيف 😠,1,1,0,0,0
